N-NUMBER,AIRLINE,MANUFACTURER,MODEL,SEATS
918XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
919AN,AMERICAN AIRLINES INC,BOEING,737-823,162
919DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
919DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
919TW,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
919UA,UNITED AIR LINES INC,BOEING,737-522,149
919WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
919XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
920AN,AMERICAN AIRLINES INC,BOEING,737-823,162
920DE,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
920DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
920WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
920XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
921AN,AMERICAN AIRLINES INC,BOEING,737-823,162
921DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
921RW,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
921UA,UNITED AIR LINES INC,BOEING,737-522,149
921XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
922AN,AMERICAN AIRLINES INC,BOEING,737-823,162
922XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
923AN,AMERICAN AIRLINES INC,BOEING,737-823,162
923DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
923RW,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
923TW,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
923UA,UNITED AIR LINES INC,BOEING,737-522,149
923XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
924DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
924UA,UNITED AIR LINES INC,BOEING,737-522,149
924WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
924XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
925DN,DELTA AIR LINES,MCDONNELL DOUGLAS,MD-90-30,142
925UA,UNITED AIR LINES INC,BOEING,737-522,149
925XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
926AN,AMERICAN AIRLINES INC,BOEING,737-823,162
926DH,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
926DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
926XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
927AN,AMERICAN AIRLINES INC,BOEING,737-823,162
927DA,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
927DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
927UA,UNITED AIR LINES INC,BOEING,737-522,149
927WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
927XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
928AN,AMERICAN AIRLINES INC,BOEING,737-823,162
928DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
928DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
928EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,55
928WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
928XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
92874,CONTINENTAL AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
929AN,AMERICAN AIRLINES INC,BOEING,737-823,162
929DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
929UA,UNITED AIR LINES INC,BOEING,737-522,149
929WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
929XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
930AN,AMERICAN AIRLINES INC,BOEING,737-823,162
930DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
930EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,55
930UA,UNITED AIR LINES INC,BOEING,737-522,149
930XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
9307R,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-83(MD-83),172
931AN,AMERICAN AIRLINES INC,BOEING,737-823,162
931XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
932AN,AMERICAN AIRLINES INC,BOEING,737-823,162
932DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
932EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,55
932UA,UNITED AIR LINES INC,BOEING,737-522,149
932XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
933AN,AMERICAN AIRLINES INC,BOEING,737-823,162
933DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
933UA,UNITED AIR LINES INC,BOEING,737-522,149
933XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
9332,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
934AN,AMERICAN AIRLINES INC,BOEING,737-823,162
934DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
934EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,55
934UA,UNITED AIR LINES INC,BOEING,737-522,149
934XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
9341,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
9342,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
9343,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
9344,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
9346,DELTA AIR LINES INC,DOUGLAS,DC-9-32,85
9347,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-32,116
9348,DELTA AIR LINES INC,DOUGLAS,DC9-15,85
935AN,AMERICAN AIRLINES INC,BOEING,737-823,162
935DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
935EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,55
935XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
936AN,AMERICAN AIRLINES INC,BOEING,737-823,162
936AS,CONTINENTAL AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
936DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
936UA,UNITED AIR LINES INC,BOEING,737-522,149
936WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
936XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
937AN,AMERICAN AIRLINES INC,BOEING,737-823,162
937DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
937EV,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2B19,55
937MC,CONTINENTAL AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
937UA,UNITED AIR LINES INC,BOEING,737-522,149
937WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
937XJ,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
938AS,CONTINENTAL AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
938DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
938UA,UNITED AIR LINES INC,BOEING,737-522,149
938WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
939DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
939WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
940DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
940N,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-32,116
940WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
9407R,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-83(MD-83),172
941AN,AMERICAN AIRLINES INC,BOEING,737-823,162
941DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
941UA,UNITED AIR LINES INC,BOEING,737-522,149
941WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
942AN,AMERICAN AIRLINES INC,BOEING,737-823,162
942DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
942UA,UNITED AIR LINES INC,BOEING,737-522,149
942WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
943AN,AMERICAN AIRLINES INC,BOEING,737-823,162
943DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
943N,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-32,116
943WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
944AN,AMERICAN AIRLINES INC,BOEING,737-823,162
944DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
944WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
945AN,AMERICAN AIRLINES INC,BOEING,737-823,162
945DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
945WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
946AN,AMERICAN AIRLINES INC,BOEING,737-823,162
946DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
946WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
947AN,AMERICAN AIRLINES INC,BOEING,737-823,162
947DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
947WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
948AN,AMERICAN AIRLINES INC,BOEING,737-823,162
948DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
948WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
949AN,AMERICAN AIRLINES INC,BOEING,737-823,162
949DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
949WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
950AN,AMERICAN AIRLINES INC,BOEING,737-823,162
950DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
950WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
951AA,AMERICAN AIRLINES INC,BOEING,737-823,162
951DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
951WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
952AA,AMERICAN AIRLINES INC,BOEING,737-823,162
952WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
953AN,AMERICAN AIRLINES INC,BOEING,737-823,162
953DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
953U,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
953WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
954AN,AMERICAN AIRLINES INC,BOEING,737-823,162
954CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
955AN,AMERICAN AIRLINES INC,BOEING,737-823,162
956AN,AMERICAN AIRLINES INC,BOEING,737-823,162
956CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
956DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS,MD-90-30,142
957AN,AMERICAN AIRLINES INC,BOEING,737-823,162
957CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
958AN,AMERICAN AIRLINES INC,BOEING,737-823,162
958CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
959AN,AMERICAN AIRLINES INC,BOEING,737-823,162
959CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
960AN,AMERICAN AIRLINES INC,BOEING,737-823,162
961AN,AMERICAN AIRLINES INC,BOEING,737-823,162
962AN,AMERICAN AIRLINES INC,BOEING,737-823,162
963AN,AMERICAN AIRLINES INC,BOEING,737-823,162
964AN,AMERICAN AIRLINES INC,BOEING,737-823,162
964CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
964N,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
965AN,AMERICAN AIRLINES INC,BOEING,737-823,162
965N,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
966AN,AMERICAN AIRLINES INC,BOEING,737-823,162
966CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
967AN,AMERICAN AIRLINES INC,BOEING,737-823,162
968AN,AMERICAN AIRLINES INC,BOEING,737-823,162
974DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
979DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
981AN,AMERICAN AIRLINES INC,BOEING,737-823,162
981DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
983AN,AMERICAN AIRLINES INC,BOEING,737-823,162
984DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
984US,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-32,116
985DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
986DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
987DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
987US,DELTA AIR LINES INC,MCDONNELL DOUGLAS,DC-9-32,116
988DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
989CA,DELTA AIR LINES INC,CANADAIR,CL-600-2B19,55
989DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
990AN,AMERICAN AIRLINES INC,BOEING,737-823,162
990DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
991AN,AMERICAN AIRLINES INC,BOEING,737-823,162
991DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
992DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
993DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
994DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
994Z,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
995DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
996DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
997DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,142
998DL,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
999DN,DELTA AIR LINES INC,MCDONNELL DOUGLAS CORPORATION,MD-88,142
